HUC_SIZE,StationCode,RT_RO_Other,DATE,MONTH,YEAR,LAT,LON,SC_COUNTY,StationDepth_m,CHANNEL_WIDTH_log,Logger_DO_mean,Logger_Salin_mean,Logger_Temp_mean,Logger_pH_mean,Chl_a_DHEC,TOC_sediment,SiltClay,Entero_DHEC,Entero_LOG,FecalColiform_DHEC,Fecal_LOG,Met_Total,PAH_Total,PCB_Total,DDT_Total,PBDE_Total,ERMQ_DDT_tot,ERMQ_met,ERMQ_PAH_tot,ERMQ_PCB_tot,ERMQ_ALL,trawl_SP_RICH,trawl_ABUNDANCE,trawl_ABUNDANCE_area,benth_SP_RICH,benth_ABUNDANCE,benth_ABUNDANCE_AREA,BIBI,AMBI,MAMBI,benth_SENCP_ABUND,benth_SENSC_ABUND,benth_SENSC_relABUND,benth_TCSENS_ABUND,benth_TCSENS_relABUND,PRCP_1,PRCP_2,PRCP_3,PRCP_4,PRCP_5,PRCP_6,PRCP_7,DAYS_SINCE_RAIN,TAVG_1,TAVG_2,TAVG_3,TAVG_4,TAVG_5,TAVG_6,TAVG_7,DAYMET_10dPRCP_cm,DAYMET_14dPRCP_cm,DAYMET_30dPRCP_cm,DAYMET_45dPRCP_cm,DAYMET_60dPRCP_cm,DAYMET_90dPRCP_cm,DAYMET_10dTAVG_degC,DAYMET_14dTAVG_degC,DAYMET_30dTAVG_degC,DAYMET_45dTAVG_degC,DAYMET_60dTAVG_degC,DAYMET_90dTAVG_degC,DJF_TAVG_diff,DJF_PRCP_diff,MAM_TAVG_diff,MAM_PRCP_diff,JJA_TAVG_diff,JJA_PRCP_diff,ANN_TAVG_diff,ANN_PRCP_diff,preSON_TAVG_diff,preSON_PRCP_diff,preANN_TAVG_diff,preANN_PRCP_diff,PDSI,PHDI,ZNDX,PMDI,SP01,SP02,SP03,SP06,SP09,SP12,SP24,AMO,AO,NAO,ONI,HUC_AREA_HA,IMPERV_PRCT,OPEN_WATER_prct,DEVELOPED_OPEN_SPACE_prct,DEVELOPED_LOW_INTENSITY_prct,DEVELOPED_MEDIUM_INTENSITY_prct,DEVELOPED_HIGH_INTENSITY_prct,BARREN_LAND_prct,DECIDUOUS_FOREST_prct,EVERGREEN_FOREST_prct,MIXED_FOREST_prct,SHRUB_SCRUB_prct,HERBACEUOUS_prct,HAY_PASTURE_prct,CULTIVATED_CROPS_prct,WOODY_WETLANDS_prct,EMERGENT_HERBACEUOUS_WETLANDS_prct,DEVALLCAT_prct,DEVHIGHCAT_prct,DEVLOWCAT_prct,AGRCAT_prct,FORCAT_prct,MARCAT_prct,WATCAT_prct,COMMERCIAL_POND_prct,GOLF_POND_prct,MIXED_POND_prct,RESIDENTIAL_POND_prct,ALL_PONDS_prct,COMMERCIAL_POND_density,GOLF_POND_density,MIXED_POND_density,RESIDENTIAL_POND_density,ALL_PONDS_density,GROUP_A_prct,GROUP_B_prct,GROUP_C_prct,GROUP_D_prct,GROUP_AD_prct,GROUP_BD_prct,GROUP_CD_prct,POORLY_DRAINE_prct,WELL_DRAIN_prct,POP_2010,personsPERha
8,RT16123,TidalCreek,7/19/16,7,2016,32.52,-80.81,Beaufort,2.4,3.71,4.27,19.82,31.19,7.14,11.41,5.67,94.44,45,1.662757832,33,1.531478917,91.05,67.43,1.2,0.87,0,0.01,0.05,0.004723945,0.006713711,0.02,8,88,0.063768116,8,155,1761.363636,2,,,0,0,0,5,3.23,0,0,0.15,0.15,0.15,0.22,0.22,2,86,85.5,84.5,85.5,85.5,86,86,1.8,2.9,6.1,16.5,45.1,62.3,29.4,29.48,28.68,28.22,27.2,25.56,2.45,0.86,1.41,16.5,1.54,-16.28,1.33,19.06,1.03,-6.44,1.15,-0.79,-1.07,1.36,-2.64,-0.09,-1.55,-1.22,0.03,0.07,0.86,2.02,1.5,0.43,0.08,-1.76,-0.34,250451,2.08,14.37,7.202436118,2.700913544,0.966503376,0.211836356,0.17211704,2.237521515,29.45849331,2.330199921,4.051370316,4.342645307,1.482854495,11.71719846,33.00675228,10.1,11.08168939,1.178339733,9.903349662,13.37217,75.42698266,10.1,14.37,,,,,,,,,,,25.26,10.37,7.33,2.1,15.43,26.11,13.35,64.32,35.63,121295.91,0.48
8,RT16125,TidalCreek,7/19/16,7,2016,32.41,-80.77,Beaufort,1.2,4.31,6.75,26.37,31.12,7.46,10.06,0.36,7.3,24,1.397940009,450,2.654176542,18.97,5.95,0.03,0,0,0,0.01,0.000350255,0.000194044,0.004546178,6,11,0.007971014,23,91,1034.090909,3,,,7,7,7.69,1,1.1,0,0,0.15,0.15,0.15,0.22,0.22,2,86,85.5,84.5,85.5,85.5,86,86,2.6,2.6,6.3,16,36.6,52,29.7,29.79,28.98,28.53,27.6,26.01,2.45,0.86,1.41,16.5,1.54,-16.28,1.33,19.06,1.03,-6.44,1.15,-0.79,-1.07,1.36,-2.64,-0.09,-1.55,-1.22,0.03,0.07,0.86,2.02,1.5,0.43,0.08,-1.76,-0.34,250451,2.08,14.37,7.202436118,2.700913544,0.966503376,0.211836356,0.17211704,2.237521515,29.45849331,2.330199921,4.051370316,4.342645307,1.482854495,11.71719846,33.00675228,10.1,11.08168939,1.178339733,9.903349662,13.37217,75.42698266,10.1,14.37,,,,,,,,,,,25.26,10.37,7.33,2.1,15.43,26.11,13.35,64.32,35.63,121295.91,0.48
8,RT16127,TidalCreek,7/12/16,7,2016,32.85,-79.75,Charleston,1.5,4.02,5.03,33.85,31.27,7.54,40.62,1.75,38.97,3.33,0.636487896,2,0.477121255,86.51,11.59,0.01,0.13,0.16,0.002893232,0.06,0.000835086,0.000102917,0.02,8,25,0.018115942,22,95,1079.545455,3,1.44,0.52,8,5,5.26,0,0,0,0,0,0,0,0.67,0.67,5,87.5,87,86,86.5,86,85.5,86,2.4,14.9,19.2,34.5,38,41,29.95,29.2,28.46,27.88,26.66,24.89,2.39,4.19,1.58,7.19,1.84,-20.52,1.4,21.93,1.17,44.75,1.12,60.59,-1.07,1.36,-2.64,-0.09,-1.55,-1.22,0.03,0.07,0.86,2.02,1.5,0.43,0.08,-1.76,-0.34,107940,3.01,55.36,7.03030303,4.646464646,1.333333333,0.202020202,2.181818182,0.363636364,34.06060606,0.04040404,0.808080808,0.686868687,1.818181818,0.202020202,46.34343434,19.89,13.21212121,1.535353535,11.67676768,4.202020202,82.3030303,19.89,55.36,,,,,,,,,,,27.66,5.28,0.87,0,59.05,0,7.11,67.03,32.94,23653.19,0.21
8,RT16129,TidalCreek,7/27/16,7,2016,33.28,-79.18,Georgetown,1.2,4.12,,35.64,30.58,7.48,14.6,1.13,13.56,3.33,0.636487896,2,0.477121255,39.94,4.6,0.03,0.17,0,0.003867397,0.02,0.000617872,0.000169311,0.007783245,10,28,0.020289855,9,713,8102.272727,2.5,4.47,0.19,1,1,0.14,244,34.22,0,0,0,0,0,0,0,7,86,85.5,85.5,85.5,84.5,84.5,83.5,8.3,10.5,20.3,24.9,40.2,51.4,28.05,28.18,28.31,27.93,27.37,25.59,0.62,-14.99,-0.54,-13.49,0.02,-13.99,-0.53,-43.11,-0.28,22.07,-0.51,-8.76,2.1,2.1,-0.8,1.42,-0.15,0.05,0.39,0.41,1.16,2.13,1.26,0.43,0.08,-1.76,-0.34,148280,1.03,16.11,5.517684887,1.170418006,0.398713826,0.154340836,0.398713826,2.289389068,37.60771704,0.038585209,1.954983923,2.07073955,0.810289389,6.482315113,41.01607717,6.14,7.241157556,0.553054662,6.688102894,7.691318328,84.97749196,6.14,16.11,,,,,,,,,,,15.56,1.22,0.94,0.36,9.73,25.92,46.24,83.19,16.78,28522.02,0.19
8,RT16130,TidalCreek,7/19/16,7,2016,32.48,-80.84,Jasper,4,5.11,4.27,21.47,30.91,7.31,9.52,0.55,5.75,0,0,4.5,0.740362689,29.77,3.47,0.01,0,0,0,0.01,0.000214618,7.12E-05,0.006644253,5,15,0.010869565,43,618,7022.727273,4.5,1.83,0.63,45,45,7.28,83,13.43,0,0.1,0.16,0.16,0.17,0.17,0.17,1,86,85.5,84.5,85.5,85.5,86,86,0.9,1.9,5.2,14.8,38,54.9,29.45,29.54,28.73,28.27,27.23,25.61,2.45,0.86,1.41,16.5,1.54,-16.28,1.33,19.06,1.03,-6.44,1.15,-0.79,-1.07,1.36,-2.64,-0.09,-1.55,-1.22,0.03,0.07,0.86,2.02,1.5,0.43,0.08,-1.76,-0.34,250451,2.08,14.37,7.202436118,2.700913544,0.966503376,0.211836356,0.17211704,2.237521515,29.45849331,2.330199921,4.051370316,4.342645307,1.482854495,11.71719846,33.00675228,10.1,11.08168939,1.178339733,9.903349662,13.37217,75.42698266,10.1,14.37,,,,,,,,,,,25.26,10.37,7.33,2.1,15.43,26.11,13.35,64.32,35.63,121295.91,0.48
8,RT16131,TidalCreek,8/2/16,8,2016,32.42,-80.48,Beaufort,2.4,3.36,5.14,27.23,30.46,7.29,15.02,1.45,27.8,72.66,1.867231715,350,2.545307116,59.8,9.42,0.17,0.11,0,0.002407028,0.03,0.000676929,0.000972861,0.01,16,658,0.476811594,11,101,1147.727273,2,3.79,0.23,1,1,0.99,77,76.24,0,0,0,0,0,0,0,11,85,85,86.5,87.5,88,88,88,0,1.7,4.5,10.1,19.8,42.3,30.95,30.48,30.33,29.67,29.37,27.79,2.39,4.19,1.58,7.19,1.84,-20.52,1.4,21.93,1.17,44.75,1.12,60.59,-1.82,-1.82,-2.58,-1.82,-0.82,-1.9,-1.62,-0.73,-0.13,1.61,1.43,0.45,0.47,-1.65,-0.57,486431,0.8,5.91,4.51925294,1.152870648,0.207516717,0.057643532,0.046114826,3.27415264,29.28291446,0.691722389,3.862116671,4.438551994,2.432557067,14.24948121,35.68134655,7.35,5.937283837,0.265160249,5.672123588,16.7281531,77.2308047,7.35,5.91,,,,,,,,,,,20.32,14.06,10.49,2.14,10.94,26.88,15.14,65.59,34.38,85203.89,0.17
8,RT16132,TidalCreek,7/12/16,7,2016,32.82,-79.88,Charleston,2.1,4.54,6.18,21.67,31.39,7.71,9.72,2.81,6.27,3.33,0.636487896,33,1.531478917,40.25,16.63,0.59,0.31,0,0.006938721,0.02,0.000778502,0.003309333,0.00893891,5,13,0.00942029,21,129,1465.909091,3.5,2.35,0.48,14,14,10.85,11,8.53,0,0,0,0.09,0.09,0.57,0.57,3,87.5,87,86,86.5,86,85.5,86,1.8,7.8,9.9,25.3,27.8,31.2,30.03,29.32,28.62,28,26.82,25.05,2.39,4.19,1.58,7.19,1.84,-20.52,1.4,21.93,1.17,44.75,1.12,60.59,-1.07,1.36,-2.64,-0.09,-1.55,-1.22,0.03,0.07,0.86,2.02,1.5,0.43,0.08,-1.76,-0.34,327119,6.2,14.38,9.842814371,7.335329341,3.156187625,1.23502994,0.424151697,1.27245509,32.70958084,0.261976048,1.734031936,1.746506986,2.183133733,1.908682635,36.09031936,5.46,21.56936128,4.391217565,17.17814371,4.515968064,73.81487026,5.46,14.38,0.05,0.009571974,0.04,0.24,0.35,0.16,0.02,0.09,0.62,0.89,5.88,6.35,14.41,0.88,10.52,17.64,44.28,87.73,12.23,532852.59,1.62
8,RT16134,TidalCreek,7/20/16,7,2016,32.14,-80.95,Jasper,3.7,5.3,4.88,10.66,30.04,6.81,13.12,4.28,75.53,66.66,1.830331993,33,1.531478917,97.64,22.02,0.19,0,0,0,0.05,0.003403134,0.001097028,0.01,3,5,0.003623188,12,406,4613.636364,4.5,3.07,0.32,7,7,1.72,0,0,0.01,0.57,0.68,0.68,0.68,1.72,1.72,1,85,85.5,84,83.5,83.5,84.5,84,4.6,4.8,9.8,19.9,27.1,44.4,29.53,29.75,29.16,28.63,27.73,26.19,2.45,0.86,1.41,16.5,1.54,-16.28,1.33,19.06,1.03,-6.44,1.15,-0.79,-1.07,1.36,-2.64,-0.09,-1.55,-1.22,0.03,0.07,0.86,2.02,1.5,0.43,0.08,-1.76,-0.34,108174,2.81,22.3,9.206777628,3.6737142,1.484480432,0.179937022,0.479832059,0.839706103,41.07062528,2.024291498,2.60908682,2.20422852,0.374868796,1.979307242,33.73819163,11.01,14.54490928,1.664417454,12.88049183,2.834008097,82.48612985,11.01,22.3,0.05,0.02,0.57,0.43,1.09,0.16,0.02,0.71,0.5,1.42,17.85,2.75,6.58,1.55,15.43,21.84,33.97,79.37,20.6,64086.81,0.59
8,RT16135,TidalCreek,8/3/16,8,2016,32.55,-80.44,Colleton,2.7,4.87,4.26,24.67,30.88,7.2,9.65,1.39,21.7,20,1.322219295,23,1.380211242,57.19,22.63,0.19,0.35,0,0.007669002,0.03,0.001587762,0.001100256,0.01,14,64,0.046376812,13,65,738.6363636,2.5,4.06,0.3,1,1,1.54,39,60,0.83,0.83,0.83,0.83,0.83,0.83,0.83,14,84,84.5,84.5,85.5,86.5,87.5,87.5,1.9,2.8,10.9,14.1,24,43.5,30.7,30.36,30.18,29.58,29.15,27.57,2.39,4.19,1.58,7.19,1.84,-20.52,1.4,21.93,1.17,44.75,1.12,60.59,-1.82,-1.82,-2.58,-1.82,-0.82,-1.9,-1.62,-0.73,-0.13,1.61,1.43,0.45,0.47,-1.65,-0.57,486431,0.8,5.91,4.51925294,1.152870648,0.207516717,0.057643532,0.046114826,3.27415264,29.28291446,0.691722389,3.862116671,4.438551994,2.432557067,14.24948121,35.68134655,7.35,5.937283837,0.265160249,5.672123588,16.7281531,77.2308047,7.35,5.91,,,,,,,,,,,20.32,14.06,10.49,2.14,10.94,26.88,15.14,65.59,34.38,85203.89,0.17
8,RT16137,TidalCreek,8/16/16,8,2016,33.04,-79.48,Charleston,1.8,3.97,3.12,34.41,30.73,7.66,9.86,2.35,23.58,13.66,1.16613397,7.8,0.944482672,52.92,9.51,0.13,0.13,0,0.003028395,0.03,0.000780941,0.000723895,0.01,12,24,0.017391304,16,41,465.9090909,3.5,1.84,0.49,4,3,7.32,0,0,0,0,0,0,0,0.14,0.55,5,82.5,83,83.5,83.5,83,83,83,2.4,11.9,18.7,21.3,29.7,44.5,28.83,28.52,28.82,28.97,28.43,27.34,2.39,4.19,1.58,7.19,1.84,-20.52,1.4,21.93,1.17,44.75,1.12,60.59,-1.82,-1.82,-2.58,-1.82,-0.82,-1.9,-1.62,-0.73,-0.13,1.61,1.43,0.45,0.47,-1.65,-0.57,107940,3.01,55.36,7.03030303,4.646464646,1.333333333,0.202020202,2.181818182,0.363636364,34.06060606,0.04040404,0.808080808,0.686868687,1.818181818,0.202020202,46.34343434,19.89,13.21212121,1.535353535,11.67676768,4.202020202,82.3030303,19.89,55.36,,,,,,,,,,,27.66,5.28,0.87,0,59.05,0,7.11,67.03,32.94,23653.19,0.21
8,RT16138,TidalCreek,8/10/16,8,2016,32.42,-80.65,Beaufort,2.1,4.69,5.77,31.67,30.58,7.55,7.23,1.69,40.33,17,1.255272505,4,0.698970004,80.03,88.44,0.61,0.32,0,0.007147831,0.04,0.003691284,0.003432467,0.01,4,19,0.013768116,15,58,659.0909091,3,1.13,0.44,1,1,1.72,0,0,0.03,0.03,0.03,0.03,0.04,0.65,1.76,4,85,85,85.5,85,85,85,84.5,3.5,3.5,5.4,9.3,12.4,39.2,29,29.79,29.77,29.67,29.33,28,2.45,0.86,1.41,16.5,1.54,-16.28,1.33,19.06,1.03,-6.44,1.15,-0.79,-1.82,-1.82,-2.58,-1.82,-0.82,-1.9,-1.62,-0.73,-0.13,1.61,1.43,0.45,0.47,-1.65,-0.57,250451,2.08,14.37,7.202436118,2.700913544,0.966503376,0.211836356,0.17211704,2.237521515,29.45849331,2.330199921,4.051370316,4.342645307,1.482854495,11.71719846,33.00675228,10.1,11.08168939,1.178339733,9.903349662,13.37217,75.42698266,10.1,14.37,,,,,,,,,,,25.26,10.37,7.33,2.1,15.43,26.11,13.35,64.32,35.63,121295.91,0.48
8,RT16139,TidalCreek,8/9/16,8,2016,32.6,-80.68,Beaufort,6.1,4.21,4.75,15.68,30.02,7.13,6.77,3.24,56.43,10.33,1.05422991,11,1.079181246,94.41,45.7,0.2,0.37,0,0.008110434,0.05,0.00285255,0.001150078,0.01,2,3,0.002173913,10,51,579.5454545,2,2.59,0.36,0,0,0,7,13.73,0.06,0.06,0.09,0.09,0.1,0.7,1.91,2,85,85.5,85,85,85,84.5,84.5,2.3,2.3,6.2,12.2,14.2,46.6,29,29.55,29.43,29.22,28.89,27.32,2.39,4.19,1.58,7.19,1.84,-20.52,1.4,21.93,1.17,44.75,1.12,60.59,-1.82,-1.82,-2.58,-1.82,-0.82,-1.9,-1.62,-0.73,-0.13,1.61,1.43,0.45,0.47,-1.65,-0.57,486431,0.8,5.91,4.51925294,1.152870648,0.207516717,0.057643532,0.046114826,3.27415264,29.28291446,0.691722389,3.862116671,4.438551994,2.432557067,14.24948121,35.68134655,7.35,5.937283837,0.265160249,5.672123588,16.7281531,77.2308047,7.35,5.91,,,,,,,,,,,20.32,14.06,10.49,2.14,10.94,26.88,15.14,65.59,34.38,85203.89,0.17
8,RO17395,OpenWater,8/8/17,8,2017,33.14,-79.23,Georgetown,2.4,6.53,6.11,20.11,27.98,7.66,23.7,0.34,6.66,41,1.62324929,0,0,35.07,3.05,0.05,0,0,0,0.01,0.000482292,0.000278206,0.006454546,10,48,0.017391304,22,216,2454.545455,3,,,8,8,3.7,119,55.09,1.55,1.55,1.55,1.68,2.19,3.33,3.33,3,79,81.5,81.5,81.5,80.5,80,79.5,11,14.5,26.2,34.3,38.1,59.7,26.05,26.48,26.98,27.18,26.9,25.91,1.44,-13.11,-0.07,-4.13,-1.26,7.77,-0.19,-12.4,-0.39,-2.59,-0.53,-43.11,0.73,0.73,0.46,0.73,0.35,0.23,0.08,0.37,0.01,1.2,1.9,0.3,0.15,-1.1,-0.14,186943,0.35,5.8,3.500171018,0.444647133,0.068407251,0.011401209,0.114012085,2.348648957,34.72808118,0.182419336,2.382852582,1.482157109,1.482157109,4.514878577,48.660358,6.49,4.02462661,0.07980846,3.944818151,6.111047771,89.78451716,6.49,5.8,,,,,,,,,,,11.49,3,6.75,0.23,11.66,14.43,52.4,85.47,14.49,13170.47,0.07
8,RO17396,OpenWater,7/18/17,7,2017,32.81,-79.9,Charleston,3.7,6.64,4.47,25.92,29.55,7.82,14.21,5.17,55.99,10,1.041392685,13,1.146128036,119.68,274.13,1.43,0.13,0.23,0.002949241,0.06,0.02,0.007974605,0.03,6,18,0.006521739,10,36,409.0909091,2.5,2.91,0.36,1,1,2.78,6,16.67,0.32,2.88,3.06,3.06,3.06,3.06,3.06,1,79.5,79.5,81,82,82.5,82.5,82.5,8.3,8.8,16.4,29.2,42,56.1,27.6,28.21,27.68,26.89,26.5,25.27,3.66,-2.07,1.45,3.4,-0.04,10.05,1.29,4.74,1.48,26.89,1.4,21.93,0.82,0.82,0.58,0.82,0.45,0.24,0.61,-0.22,0.14,1.18,2.05,0.3,0.63,1.26,0.16,327119,6.2,14.38,9.842814371,7.335329341,3.156187625,1.23502994,0.424151697,1.27245509,32.70958084,0.261976048,1.734031936,1.746506986,2.183133733,1.908682635,36.09031936,5.46,21.56936128,4.391217565,17.17814371,4.515968064,73.81487026,5.46,14.38,0.05,0.009571974,0.04,0.24,0.35,0.16,0.02,0.09,0.62,0.89,5.88,6.35,14.41,0.88,10.52,17.64,44.28,87.73,12.23,532852.59,1.62
8,RO17397,OpenWater,8/1/17,8,2017,32.46,-80.82,Jasper,4.9,6.38,5.46,30.17,28.66,7.54,7.95,1.4,7.13,20,1.322219295,0,0,29.42,10.39,0.01,0,0,0,0.02,0.000502618,7.32E-05,0.007294777,5,28,0.010144928,49,845,9602.272727,5,,,138,138,16.33,90,10.65,0,0,0.24,0.24,0.24,0.99,1.17,2,79,78.5,78,79.5,80.5,80.5,80.5,8.4,9.3,18.6,37.9,44.5,62.2,27.05,27.3,27.93,27.71,27.13,26.01,3.99,9.37,1.69,13.05,0.43,1.27,1.68,13.41,1.37,15.63,1.33,19.06,0.96,0.96,0.68,0.96,0.52,0.6,0.42,0.48,0.56,1.51,1.91,0.3,0.15,-1.1,-0.14,250451,2.08,14.37,7.202436118,2.700913544,0.966503376,0.211836356,0.17211704,2.237521515,29.45849331,2.330199921,4.051370316,4.342645307,1.482854495,11.71719846,33.00675228,10.1,11.08168939,1.178339733,9.903349662,13.37217,75.42698266,10.1,14.37,,,,,,,,,,,25.26,10.37,7.33,2.1,15.43,26.11,13.35,64.32,35.63,121295.91,0.48
8,RO17398,OpenWater,8/1/17,8,2017,32.28,-80.72,Beaufort,6.4,8.56,6.3,35.34,28.65,7.84,4.61,0.06,1.72,10,1.041392685,0,0,16.8,0,0.01,0,0,0,0.0093,0,0.0001099,0.003116831,1,1,0.000362319,15,138,1568.181818,4,,,54,54,39.13,0,0,0,0,0.41,0.55,0.96,1.15,1.24,2,79,78.5,78,79.5,80.5,80.5,80.5,4.5,4.9,18.2,26.6,30.5,43.6,27.4,27.66,28.23,28.07,27.5,26.47,3.99,9.37,1.69,13.05,0.43,1.27,1.68,13.41,1.37,15.63,1.33,19.06,0.96,0.96,0.68,0.96,0.52,0.6,0.42,0.48,0.56,1.51,1.91,0.3,0.15,-1.1,-0.14,250451,2.08,14.37,7.202436118,2.700913544,0.966503376,0.211836356,0.17211704,2.237521515,29.45849331,2.330199921,4.051370316,4.342645307,1.482854495,11.71719846,33.00675228,10.1,11.08168939,1.178339733,9.903349662,13.37217,75.42698266,10.1,14.37,,,,,,,,,,,25.26,10.37,7.33,2.1,15.43,26.11,13.35,64.32,35.63,121295.91,0.48
8,RO17399,OpenWater,7/11/17,7,2017,32.5,-80.6,Beaufort,5.5,7.52,4.09,18.39,30.91,7.33,12.28,2.07,7.53,30.5,1.498310554,0,0,75.59,7.18,0.11,0,0.01,0,0.05,0.000541307,0.000643206,0.01,3,3,0.001086957,42,745,8465.909091,5,2.46,0.61,155,155,20.81,23,3.09,0,0.1,0.1,0.1,0.1,0.1,0.1,1,84.5,84,84,84.5,85,85,85.5,5.2,11,16.1,23.6,39.3,44.4,29.1,28.41,27.87,27.13,26.45,25.22,3.66,-2.07,1.45,3.4,-0.04,10.05,1.29,4.74,1.48,26.89,1.4,21.93,0.82,0.82,0.58,0.82,0.45,0.24,0.61,-0.22,0.14,1.18,2.05,0.3,0.63,1.26,0.16,486431,0.8,5.91,4.51925294,1.152870648,0.207516717,0.057643532,0.046114826,3.27415264,29.28291446,0.691722389,3.862116671,4.438551994,2.432557067,14.24948121,35.68134655,7.35,5.937283837,0.265160249,5.672123588,16.7281531,77.2308047,7.35,5.91,,,,,,,,,,,20.32,14.06,10.49,2.14,10.94,26.88,15.14,65.59,34.38,85203.89,0.17
8,RO17400,OpenWater,7/18/17,7,2017,32.92,-79.8,Charleston,3.7,5.84,3.91,18.27,29.87,7.28,1.85,0.88,5.92,10,1.041392685,23,1.380211242,51.63,17.4,0.42,0.52,0,0.01,0.02,0.000774201,0.002384156,0.01,1,1,0.000362319,35,706,8022.727273,4,,,21,21,2.97,1,0.14,0.54,1.21,1.24,1.24,1.24,1.24,1.24,1,79.5,79.5,81,82,82.5,82.5,82.5,5.1,5.1,15.9,34.4,45.3,57.9,27.5,28.13,27.53,26.67,26.28,25.06,3.66,-2.07,1.45,3.4,-0.04,10.05,1.29,4.74,1.48,26.89,1.4,21.93,0.82,0.82,0.58,0.82,0.45,0.24,0.61,-0.22,0.14,1.18,2.05,0.3,0.63,1.26,0.16,327119,6.2,14.38,9.842814371,7.335329341,3.156187625,1.23502994,0.424151697,1.27245509,32.70958084,0.261976048,1.734031936,1.746506986,2.183133733,1.908682635,36.09031936,5.46,21.56936128,4.391217565,17.17814371,4.515968064,73.81487026,5.46,14.38,0.05,0.009571974,0.04,0.24,0.35,0.16,0.02,0.09,0.62,0.89,5.88,6.35,14.41,0.88,10.52,17.64,44.28,87.73,12.23,532852.59,1.62
8,RO17401,OpenWater,8/1/17,8,2017,32.32,-80.74,Beaufort,3,7.96,6.04,33.81,28.68,7.87,5.02,0.22,7.27,0,0,2,0.477121255,25.2,3.66,0,0,0,0,0.01,0.000443607,0,0.004323581,4,4,0.001449275,14,260,2954.545455,3,0.03,0.46,244,244,93.85,0,0,0,0,0.41,0.55,0.96,1.15,1.24,2,79,78.5,78,79.5,80.5,80.5,80.5,4.4,5.1,17.1,27,32.1,48.3,27.38,27.59,28.18,28.01,27.45,26.41,3.99,9.37,1.69,13.05,0.43,1.27,1.68,13.41,1.37,15.63,1.33,19.06,0.96,0.96,0.68,0.96,0.52,0.6,0.42,0.48,0.56,1.51,1.91,0.3,0.15,-1.1,-0.14,250451,2.08,14.37,7.202436118,2.700913544,0.966503376,0.211836356,0.17211704,2.237521515,29.45849331,2.330199921,4.051370316,4.342645307,1.482854495,11.71719846,33.00675228,10.1,11.08168939,1.178339733,9.903349662,13.37217,75.42698266,10.1,14.37,,,,,,,,,,,25.26,10.37,7.33,2.1,15.43,26.11,13.35,64.32,35.63,121295.91,0.48
8,RO17403,OpenWater,7/19/17,7,2017,33.04,-79.38,Charleston,3,5.68,5.15,34.53,28.79,7.81,10.26,5.8,86.99,0,0,0,0,151.14,48.12,2.29,0.4,0,0.00870974,0.08,0.003089738,0.01,0.03,11,47,0.017028986,23,263,2988.636364,3.5,3.1,0.43,96,96,36.5,50,19.01,0.02,1.15,2.18,2.24,2.24,2.24,2.24,1,78,77.5,76.5,77.5,78,79,79.5,10.4,12.3,17.9,28.8,37.4,54,27.25,27.77,27.41,26.47,26.08,24.88,1.44,-13.11,-0.07,-4.13,-1.26,7.77,-0.19,-12.4,-0.39,-2.59,-0.53,-43.11,0.82,0.82,0.58,0.82,0.45,0.24,0.61,-0.22,0.14,1.18,2.05,0.3,0.63,1.26,0.16,107940,3.01,55.36,7.03030303,4.646464646,1.333333333,0.202020202,2.181818182,0.363636364,34.06060606,0.04040404,0.808080808,0.686868687,1.818181818,0.202020202,46.34343434,19.89,13.21212121,1.535353535,11.67676768,4.202020202,82.3030303,19.89,55.36,,,,,,,,,,,27.66,5.28,0.87,0,59.05,0,7.11,67.03,32.94,23653.19,0.21
8,RO17404,OpenWater,8/15/17,8,2017,32.63,-80.06,Charleston,3.7,5.59,5.28,29.81,31.09,7.6,5.43,3.03,10.13,0,0,2,0.477121255,47.37,11.82,0.09,0,0,0,0.02,0.000741806,0.000526917,0.009727783,23,72,0.026086957,47,785,8920.454545,4.5,,,238,238,30.32,95,12.1,0.55,0.55,0.55,2.91,4.26,5.03,5.12,3,84.5,85,84.5,84.5,83.5,83.5,82,9.7,19.1,34.7,39.3,49.3,73.7,28.33,27.88,27.58,27.98,27.88,27.14,3.66,-2.07,1.45,3.4,-0.04,10.05,1.29,4.74,1.48,26.89,1.4,21.93,0.96,0.96,0.68,0.96,0.52,0.6,0.42,0.48,0.56,1.51,1.91,0.3,0.15,-1.1,-0.14,100338,2.44,22.8,6.795101553,3.360215054,1.090203106,0.313620072,0.85125448,1.986260454,38.09737157,0.492831541,1.553166069,1.568100358,3.808243728,0.627240143,39.38172043,10.24,11.55913978,1.403823178,10.15531661,5.286738351,83.07945042,10.24,22.8,0.06,0.01,0.23,0.22,0.54,0.09,0.03,0.25,0.52,0.91,13.24,9.8,7.23,0.002313293,33.64,10.4,25.66,76.93231329,23.04,62103.41,0.61
